20

2450991.767627034 25
0.4557067902344517 1.532993794523273 0.2377413858812436
0.5522410335536463 0.5209868735237287 0.23776020407517
 8.05926 2.0836900000000003 0.155615 
 8.24642 2.29235 0.147034 
 8.43345 2.69968 0.272981 
 8.62034 2.80424 0.135847 
 8.8068 2.96938 0.144157 
 8.99337 3.22229 0.163406 
 9.17978 3.18497 0.1382239999999999 
 9.92326 4.03562 0.1416 
 10.10869 4.1244700000000005 0.141142 
 10.29391 4.13103 0.111313 
 10.47862 4.29608 0.208429 
 10.6634 4.0643 0.161956 
 10.8479 4.53123 0.120073 
 11.0322 4.76975 0.232703 
 11.2159 4.916180000000001 0.16733 
 11.3996 4.90588 0.177549 
 11.5831 4.9287600000000005 0.156657 
 11.7662 5.1704 0.305373 
 11.9491 6.1435200000000005 0.270969 
 12.1314 5.6071800000000005 0.2014679999999999 
 12.3137 5.739920000000001 0.391946 
 12.4957 5.64996 0.358286 
 12.6773 6.42863 0.428693 
 12.8583 5.897550000000001 0.279615 
 13.0393 5.91871 0.439367 

2450991.809986014 25
0.4552343067332188 1.533253059602488 0.2376948739998474
0.5524896979479993 0.5213059488665851 0.2377167535106069
 8.05926 2.20487 0.230317 
 8.24642 2.52073 0.195395 
 8.43345 2.78823 0.173181 
 8.62034 2.8539600000000003 0.185667 
 8.8068 3.10739 0.23063 
 8.99337 3.3894200000000003 0.199471 
 9.17978 3.55537 0.245805 
 9.92326 4.39894 0.232755 
 10.10869 3.99863 0.1538429999999999 
 10.29391 4.29209 0.166462 
 10.47862 4.52215 0.198085 
 10.6634 4.43213 0.210372 
 10.8479 4.47137 0.27785 
 11.0322 4.9591400000000005 0.232662 
 11.2159 4.70368 0.315447 
 11.3996 4.7847 0.363562 
 11.5831 4.815810000000001 0.308933 
 11.7662 4.511640000000001 1.31274 
 11.9491 6.15928 0.40185 
 12.1314 5.853350000000001 0.540658 
 12.3137 5.94773 0.473532 
 12.4957 5.52592 0.506209 
 12.6773 5.78511 0.506613 
 12.8583 5.9045000000000005 0.424218 
 13.0393 6.45575 0.5342060000000001 

2450993.7376662632 25
0.4336730452386475 1.544848045224203 0.235546794055716
0.5633415922631781 0.5365010269554782 0.2355623043554333
 8.05926 2.10882 0.0879774 
 8.24642 2.31939 0.0685283 
 8.43345 2.49577 0.0627048 
 8.62034 2.65421 0.1038072 
 8.8068 2.75015 0.1024626 
 8.99337 3.08162 0.0827787 
 9.17978 3.04539 0.117174 
 9.92326 3.94335 0.123541 
 10.10869 3.901510000000001 0.0841037 
 10.29391 4.05915 0.1043485 
 10.47862 4.25967 0.197098 
 10.6634 4.28979 0.0823187 
 10.8479 4.42336 0.118614 
 11.0322 4.6567 0.0851449 
 11.2159 5.0377600000000005 0.11189 
